Source,Reused-Text,Final-annnotation
What is an easy way to attach scrapy to my web app?,???? ??? ??? ??? ??????? ????? ???? ?? ???? ????? ??? ???,H
"How can I recover the images, videos and files I accidentally deleted from the internal memory of my phone?","??? ???? ?? ???? ??? ?? ????? ?????? ?? ??? ???? ?????? ? ?????? ??? ?????? ?? ?? ??? ??????? ?????? ????",H
How do I introduce myself in a interview of a teacher?,??? ??? ????? ?? ??????? ??? ???? ????? ???? ?????,H
What have been some of the most significant contributions towards the standard model?,?????? ???? ?? ??? ??? ?? ?? ??? ????? ??? ???,H
"How many problems in total, an approximate guess, does the GeeksforGeeks website have?","??? ?????? ?? ????? ? ?????????? ??? ???? ??? ?? ???? ????? ????",H
What is the best presentation software for you tube video making (both paid and free)?,?? ?? ???? ????? ????? ?? ??? ?? ?? ???? ??? ?? ???? ???? ??? ?? (????? ?????? ??? ???),H
How do I personalize my Quora feed?,??? ???? ???? ??? ?? ?? ??? ???? ??? ???? ????,H
How can I book a short duration freighter/cargo ship cruise with only US ports of call?,??? ??? ?????? ????????? ?? ??? ???? ????? ??????? ?? ????? ????? / ????? ????? ???? ?? ??? ?? ?????? ????,H
How do I excel in computer sciece & programing without wasting four years in CS degree in Indian engineering college?,??? ????????? ????????? ???? ??? ?? ??? ???? ??? ??? ??? ???? ??? ???? ??????? ????? ??? ????????? ??? ?? ??? ???? ???? ?????? ????,H
"What do non-Indians feel about M.S. Dhoni, Virat Kohli, and company?","??? ??? ????? ? ????? ????? ? ??? ????? ?? ???? ??? ??? ????????? ??? ????? ????",H
What are common required and elective courses in philosophy?,????? ??? ??? ??? ?????? ??? ???? ??? ????,H
Should I join a coaching for CAT?,??? ???? ?? ?? ?? ?? ????? ??? ???? ???? ??????,H
"I am a young adult woman and I've never had a boyfriend. Is this normal, or is something wrong with me?","??? ??? ???? ???? ???? ??? ??? ??? ?? ???? ????? ????? ???? ????†??? ?? ????? ?? ? ?? ???? ???? ???? ???? ???",H
What is the legacy of Michael Jackson?,?????? ????? ?? ??? ????? ???,H
What is the difference between urban and rural?,???? ??? ???? ?????? ??? ??? ??? ???,H
What is an orientation programme?,?????? ?? ??????? ??? ???,H
What's life after retirement?,????????? ?? ??? ?? ????? ??? ???,H
What do I do when I don't feel like doing anything?,???? ??? ??? ???? ?? ????? ???? ?? ?? ??? ??? ?????,H
What computer science courses should I take If I want to join a product based or e-commerce company?,??? ??? ??? ?????? ?? ???? ?? ?? ????? ????? ??? ???? ???? ????? ??? ?? ???? ??????? ????? ???? ?? ???? ??? ???? ?????,H
How much would it cost to construct 2000 sqft area RCC slab?,2000 ???? ?? ????? ?? ?? ?? ???? ????? ??? ???? ??? ??? ???,H
How can I reduce my weight in 3 months?,??? 3 ??? ??? ???? ??? ???? ?? ?????? ????,H
"How can you personalize a LinkedIn invitation? I think I just sent a colleague an invitation on LinkedIn, but did not get a chance to personalize it!","?? ???? ?? ???? ?? ?? ??? ???? ??? ???? ???? ???? ???? ?? ?? ??? ?? ???? ??? ????? ?? ???? ?? ?? ???? ???? ????? ? ???? ?? ?? ???? ????? ?? ???? ???? ???!",H
What is the best way to counteract anxiety as soon as it starts?,?????? ?? ????? ?? ???? ?? ?? ?? ?????? ???? ?? ?????? ????? ??? ???,H
Which is the third largest country in area?,???? ??? ????? ??? ??? ??? ?? ???,H
"I own a multinational company worth $450 million dollars, and I want to prepare my son to be the future CEO. What should I advise him?","??? ??? ???? ????? ????? ?? ???? ??? ?? ?? ????? 50 450 ???? ???? ?? ? ??? ??? ???? ???? ?? ?????? ?? ?? ?? ?? ???? ?? ??? ???? ???? ????? ???? ??? ??? ??? ????? ????",H
What is the temperament of a Border Collie/German Shepherd mix?,??? ????? ???? / ???? ????? ???? ?? ???? ??? ???,H
How did you feel when you travelled in an airplane for the first time?,?? ?? ?? ???? ??? ????? ???? ??? ??? ??? ?? ?? ?? ???? ????,H
What does it mean to see a white bull in your dream?,?? ?? ???? ??? ???? ??? ?????? ?? ??? ???? ???,H
Which are the best careers for women?,?????? ?? ??? ?????? ?????? ??? ?? ????,H
Is Breaking Bad an overrated TV series?,??? ?????? ???? ?? ??? ?????????? ?? ?? ??????,H
How can the following vector concept be solved?,??? ??? ????? ???? ?? ???? ?? ??? ?????? ???,H
Assuming that x is random variable. Prove mathematically that Œºx= Œº (the mean of the probability distribution is equal to the mean in the population?,?? ??? ???? ???? ?? ???? ?? ????? ????? ???†????? ?? ?? ???? ???? ?? =???? = Œº (?????? ????? ?? ???? ????? ??? ??? ???? ?? ????? ???,H
What makes young girls fall for married guys in late thirties or early forties?,??? ?? ????? ?? ??? ?? ????? ?? ????? ?? ????? ??? ?? ??? ?????? ?? ???? ??? ????? ?? ? ?? ?? ??? ?? ????? ???? ???? ???,H
I love English.Which stream should I go for in 11th if I'm studying icse ?,???? ??????? ???? ??? ??? ??? ????? ?? ????? ???? ????? ??? ?? ???? 11 ??? ??? ??? ?? ???? ???? ??????,H
What makes pilot watches different from the regular ones?,????? ?? ?????? ???????? ?? ??? ?? ????? ?? ????? ???? ????,H
How companies make money?,??????? ???? ???? ????? ????,H
What is sin?,???? ??? ???,H
What was Obama trying to accomplish by agreeing to a Bill O'Reilly interview?,??? ?? ?? ???? ??????? ?? ????? ???? ???? ?????? ??? ???? ?? ???? ?? ??? ????,H
Where do scientists work?,????? ??? ???? ??? ???? ????,H
"Do private wealth managers really make a difference in making a wealthy person wealthier? Also would it be better to have an asset manager if your main source of income is assets (rental space, hotels, and vacation rentals).","??? ??? ???? ?? ????? ?????? ??? ???? ??? ??? ?? ?????? ????? ??? ??? ???? ????†??? ?? ??? ???? ???? ?? ??? ?? ?? ????? ?? ??? ????? ?????? (????? ?? ??? ? ?????? ??? ?????? ?? ?????) ??? ?? ????? ????? ????? ???? ?????",H
What is the meaning of ‚úaverage of the maximum cases‚?,? ????? ????? ?????? ?? ????? ?? ??? ?? ??? ??? ???,H
What is the one thing you regret doing in your life?,?? ???? ????? ??? ?? ????? ??? ??? ??? ???,H
What happens when you mix sodium chloride and barium nitrate?,?? ?? ????? ??????? ??? ????? ??????? ?????? ???? ??? ?? ??? ???? ???,H
Why we don't believe in ourselves?,?? ??? ?? ???? ???? ???? ?????,H
What has china done to help iraq and syria?,??? ??? ?? ??? ?? ???? ??? ??? ?? ??? ??? ??? ???,H
Physics: Why is polluted air denser than cold air?,???????: ????? ??? ????? ??? ?? ????? ???? ???,H
Is there a good pay for reviews site out there?,??? ???? ????? ?? ???? ????? ???? ?????? ???,H
Where can I hire a hacker?,??? ??? ???? ?? ????? ???? ?????? ????,H
What is the meaning of the future?,?????? ?? ??? ???? ???,H
What happens when I block a number on whatsapp?,??? ???? ??? ?? ??? ???? ?? ???? ?? ??? ???? ???,H
Can you present only your work in an academic poster of a research study?,??? ?? ??? ?????? ?????? ?? ??? ???? ????? ??? ???? ??? ??? ?????? ????,H
How can I connect my laptop through phone or tablet?,??? ???? ??? ??? ?? ??? ?? ????? ?? ????? ???? ??? ???? ????,H
What should we do to avoid over thinking and being stressed up?,?? ??? ?? ????? ?? ???? ?? ??? ??? ???? ????? ??? ?? ?? ??? ??? ?? ??? ???,H
How do I prepare for RRB NTPC second stage?,??? ?? ?? ?? ??? ?? ?? ?? ?? ????? ????? ?? ????? ???? ?????? ????,H
"What hotel in Allahabad would be safe for unmarried couples, without the harassment of police, hotel staff, and moral police?","????? ? ???? ?? ???? ??? ?????? ????? ?? ?????? ??? ???? ???????? ?? ??? ?? ???? ??? ???? ??? ????? ?? ??? ????? ?????",H
What is a social justice warrior?,??????? ????? ?? ????? ??? ???,H
How is mental retardation viewed in Europe?,????? ??? ???? ???? ?? ?? ??? ????? ???? ???,H
Which one is better? Intel HD graphics 4400 or the nvidia geforce 930m 2 gb?,????? ???? ???†????? ??? ?? ?????? 4400 ?? ???????? ?????? 930? 2 ?? ???,H
How does eclipse force.com IDE work on Macbook pro?,?????? ???? ??? ??? ??? ?? ?? ??? ?? ??? ?? ?? ??? ??? ???? ???,H
"How does Clinton/Kaine intend to support down-ballot Democrats, and what can we do to elect a Democratic Congress?","????? / ???? ??? ???? ????????? ?? ????? ???? ?? ????? ?? ??? ???? ??? ? ??? ?? ????????? ??????? ?? ?????? ???? ?? ??? ??? ?????? ????",H
Did India ever tried to invade Pakistan?,??? ???????? ?? ???? ??????? ?? ???? ???? ?? ???? ???,H
What are the best exercises for gaining muscles that can be done at home?,????? ?? ??? ??? ??? ?? ???? ?? ?? ???? ???? ?? ??? ?????? ????? ??? ????,H
What are your views on the movie Flying Colors?,??? ?????? ???? ?? ???? ??? ?? ?? ?????? ??? ????,H
"If math and English or any other language are so far apart in regards to methods of study, etc. why do so many mathematicians use such big words?",??? ????? ??? ??????? ?? ???? ????? ???? ?????? ?? ?????? ????? ?? ????? ??? ??? ??? ?? ?? ??? ???? ????? ??? ???? ??? ????? ???? ??????? ???? ????,H
Why CO is a lewis base?,???? ??? ??? ???? ????? ???,H
How can I specifically update a section of my webpage without PHP (I believe GitHub does not support PHP)?,??? ?? ??? ?? ??? ?? ?? ???? ???? ??? ??? ?? ??? ??? ?? ??? ??? ?? ?? ??? ?????? ??? (???? ???? ?? ?? ?? ?? ?? ??? ?? ?? ????? ???? ????),H
What are some new technology or emerging technology for technical seminar?,?????? ??????? ?? ??? ??? ??? ????????? ?? ?????? ???? ????????? ??? ????,H
What tripod should I get for my Canon 6D?,???? ???? ???? ?? ?? ?? ??? ??? ?? ????? ???? ???? ??????,H
How can I make a working model on maths?,??? ????? ?? ????? ???? ???? ??? ???? ????,H
How do people die?,??? ???? ???? ????,H
How many ways are there to place 9 identical balls in 3 indistinguishable red boxes and 3 indistinguishable green boxes?,9 ????? ?????? ?? 3 ??? ??? ??? ????? ??? 3 ?????? ????? ???? ????? ??? ????? ?? ???? ????? ????,H
What SD card do I need to play videis from my SD card to TV via USB?,???? ???? ??? ?? ???? ?? ?? ?? ?? ?? ??? ?? ?? ????? ????? ?????? ?? ??? ?? ??? ?? ???? ?? ????? ???,H
What questions should I ask a famous person?,??? ??? ????? ??? ?? ??? ?????? ?????,H
Which Sherlock series is worth watching?,??? ?? ????? ????? ?????? ?? ???? ???,H
How do you stop being afraid of everything?,?? ?? ??? ?? ?????? ???? ?? ??? ????? ???,H
How do you care for guinea pigs?,?? ??? ????? ?? ???? ???? ???? ???? ????,H
"My friend betrayed me in a terrible way. what is the best way to get closure, revenge, or let go?","???? ???? ?? ???? ??? ?????? ????? ??? ????? ????†???? ? ?????? ? ?? ???? ???? ?? ?? ?? ???? ????? ??? ???",H
After completing the Java lectures should I jump to problem solving on different websites or should I learn some algorithms from MIT lectures?,"???? ????? ???? ???? ?? ??? ? ???? ????? ??? ?????? ?? ?????? ?? ?? ?? ??? ???? ????? ?? ???? ??? ??? ?? ?????? ?? ??? ???????? ?????? ??????",H
Do spiritually enlightened people have different kinds of brain activity?,??? ?????? ??? ?? ???? ???? ????? ?? ???? ?? ????? ??? ?? ???????? ???? ????,H
What do 50-year-olds know that 20-year-olds often don't?,50 ??? ?? ???? ?? ??? ????? ?? 20 ??? ?? ???? ?? ???? ???? ???? ???? ????,H
I want to join the Bulls Summer Training Program network for my CCNA R&S preparation. Which schedule is better?,??? ???? ?? ?? ??? ?? ?? ???? ?? ??????? ?? ??? ??? ??? ?????? ??????? ??? ??? ??? ???? ???? ????? ????†??? ?? ????? ???? ???,H
Why are short shorts popular?,????? ????? ???? ????? ????,H
What are the causes and most effective ways to treat or cure migraine headaches?,??? ????? ?? ?? ??? ?? ???? ?? ???? ?? ??? ??? ?????? ??? ???? ???? ????? ????,H
Will I not cross 90 percentile in CAT 2016?,??? ??? ??? 2016 ??? 90 ???? ?? ????? ???? ???? ???,H
What are the differences between a .cda file and a .mp3 file?,??? .?? ?? ?? ???? ??? ??? ??? ?? ???? ?? ?????? ???????? ??? ????,H
Where can I find a conversion chart for CC to horsepower?,??? ???? ???? ?? ?? ?? ??? ??????? ?? ???? ???? ?? ???? ?????? ????,H
What is like to be a private banker in Switzerland?,?????????? ??? ??? ????? ???? ?? ??? ??? ???,H
How does the disease affect the organism in organism?,?? ??? ??????? ??? ??????? ?? ?? ??? ????? ???? ???,H
What is it like to be a stay at home dad?,??? ?? ???? ?? ??? ?????? ???? ??? ???,H
"I have straight hair, which I don't like at all, and they grow very fast, so they get out of setting and shape. Every month I need to go to parlor to get rid of the looks. Is there a solution for this problem?","???? ????? ??? ??? ? ?? ???? ????? ??? ???? ???? ??? ? ??? ?? ??? ???? ?? ????? ??? ? ???? ?? ????? ??? ??? ?? ???? ?? ???? ????†?? ??? ???? ????? ?? ??????? ???? ?? ??? ????? ???? ?? ????? ???†??? ?? ??????? ?? ???? ?? ???",H
What is the role of the Indian army?,????????? ??? ?? ??? ????? ???,H
How much coconut water is in one young coconut?,??? ?????? ????? ??? ????? ?? ???? ???? ???,H
How is Arvind Kejriwal in real life?,??? ????? ??? ????? ???????? ???? ???,H
Why do fracture pressure gradient is less than of lithostatic pressure gradient?,?????? ????? ????? ?????????? ????? ????? ?? ?? ???? ???,H
How is the Lewis structure for urea determined?,????? ?? ???? ?? ?????? ???? ?? ???? ???,H
How can I transfer WhatsApp from an Android to a Windows phone?,??? ??? ????????? ?? ????? ??? ??? ???? ??? ?? ??? ????? ?????? ????,H
Whatare the best sites for searching civil engineering jobs alone?,???? ??? ???????? ?? ???????? ?? ???? ?? ?? ?????? ?????? ??? ????,H
How can an infinite sum yield a finite value?,?? ??? ??? ??????? ??? ??? ????? ???? ???? ?????? ???,H
Should I apply both kajal and eye liner or only eye liner is better?,??? ???? ???? ??? ??? ????? ????? ?????? ?? ??? ?? ????? ?? ???? ???,H
What are some private things you have caught people doing?,?? ?? ??? ??? ??? ??? ??? ?? ?? ????? ?? ???? ???? ???? ????,H
‚¶‚¶‚¶‚¶..,¶?? ¶?? ¶??¶ ..,H
How can I recover my Gmail password without a recovery phone number or email?,??? ?? ??? ??????? ??? ???? ?? ?? ??? ?? ???? ???? ?? ??? ??? ??? ?????? ???? ?????? ????,H
What are the obstacles to creating an anti-gun organization that is as effective as the National Rifle Association is in shaping legislation & policy?,????? ?? ?????????? ????? ??? ??? ??????? ??? ?? ?? ??? ???? ??? ???? ????? ????? ?????? ???? ????? ???? ??? ?????? ?? ????? ??? ???,H
How are stolen passports used?,???? ??? ??????? ???? ??????? ???? ????,H
How do you treat acne?,?? ?????? ?? ???? ?? ??? ???? ????,H
Does it matter from which college you do your graduation (BCom) from for admission into a top Indian B-School even If I score high(99%+)?,??? ?? ?? ???? ??? ???? ???? ?? ?? ?? ?? ?? ???? ?? ???? ???? ?? ??-????? ??? ????? ???? ?? ??? ???????? (?? ?? ?? ???) ??? ?? ?? ?? ??? ??? ??? ???? ??? (99? +)?,H
How does TrueCaller work?,?? ??? ??????? ??? ???? ???,H
What's Rob Weir think of Austan Goolsbee?,???? ?????? ?? ???? ??? ??? ???? ??? ????? ????,H
How can I fake my iPhone location without jailbreaking?,??? ???? ??? ???? ?? ???? ??? ?? ?????? ?? ???? ???? ??? ???? ????,H
What is the rough cost of an weather buoy?,??? ???? ???? ?? ?? ??? ?? ??? ??? ?? ???? ??? ???,H
What does purple crayon mean in slang?,????? ??? ????? ?? ??? ??? ??? ??? ????,H
What are the best schools in the world to study cinema?,????? ?? ????? ???? ???? ?? ??? ???? ?? ??? ??? ?? ?????? ????? ????,H
How does a blank round work?,???? ????? ???? ??? ???? ???,H
"Is the ""The Flat Earth Society"" right in saying that the world is flat?","??? ""???? ???? ???????"" ?? ???? ???? ???? ?? ?? ???? ???? ???",H
"Perhaps I'm wrong, but Russia seems to take disinformation and propaganda to a far higher level than the US, fully integrating it into war planning. Am I missing something?","???? ??? ??? ??? ? ???? ???? ???? ?? ?? ??? ?????? ?? ???? ????? ???? ??? ?? ??? ???? ??? ????????? ???? ?? ? ??? ??? ??? ?? ?????? ???? ??? ???? ??? ?? ?? ???? ???†??? ??? ??? ???? ??? ????",H
What are the similarities and differences between molecular mass and molar mass?,??????? ??? ??? ???? ?? ??? ?? ?????? ?????? ??? ??? ??? ????,H
"I've been trying to create my own blog on Quora, what is a URL and how do I use it? What should I put in the URL? What are examples of URLs so I can get an understanding?","??? ????? ?? ???? ???? ????? ?? ???? ?? ??? ??? ? ?? ?? ??? ??? ?? ??? ??? ??? ???? ??????? ???? ???†???? ?? ?? ??? ??? ??? ????? ??????†?? ?? ??? ?? ??? ?????? ??? ???? ??? ???? ???? ?????",H
Has a fan made music video ever been released as the official music video for a song?,??? ??? ???? ?? ??? ????? ????? ?? ???? ??? ???? ?? ??? ????? ????? ????? ?? ??? ?? ???? ??? ???,H
What is the best way of learning Node.js?,???.?? ?????? ?? ?????? ????? ??? ???,H
What a picture or photo that makes you think a lot when you see it?,???? ??? ?? ????? ?? ????? ?? ?? ?? ?????? ?? ?? ??? ????? ????,H
Should I buy one plus two or Moto m.?,??? ??? ?? ????? ?? ?? ???? ???? ?????? ?????.?,H
Can indian travel to russia without a visa?,??? ????????? ???? ?? ???? ??? ?? ??? ?????? ???,H
Why did my dog bite me?,???? ??? ?? ???? ???? ?????,H
Could the study of meteorology be used (in part) to understand the development and movement patterns of cancer?,??? ????? ?? ??????? ??? ??? ? ???? ?? ?????? ?? ?????? ?? ??? ??????? ?? ?????? ?? ??????? ??? ?????? ???,H
What would happen if the Indian government stole the Kohinoor (Koh-i-Noor) diamond back?,??? ????????? ????? ??????? (??? ???) ???? ???? ???? ?? ?? ?? ??? ?????,H
Delhi's IIT hostel doesn't have a Wi-Fi connection. Are there any hostels in any other IITs which have a Wi-Fi connection available?,???? ?? ??? ??? ?? ????? ??? ???? ???? ????? ???? ???†??? ??? ????? ??? ??? ?? ??? ???? ????? ?? ?? ??? ???? ???? ????? ????? ???,H
