Source,Reused-human,Final-annnotation
"Will ""Lucy"" get a sequel?","کیا ""لسی"" کا سیکوئل ملے گا؟",H
Is it safe to buy from AliExpress?,کیا علی ایکسپریس سے خریدنا محفوظ ہے؟,H
How do I get a job in NASA from India?,میں ہندوستان سے ناسا میں ملازمت کیسے حاصل کرسکتا ہوں؟,H
What does it mean when my boyfriend calls me sexy?,جب میرے بوائے فرینڈ مجھے سیکسی کہتے ہیں تو اس کا کیا مطلب ہے؟,H
What are some things new employees should know going into their first day at Marcus?,کچھ ایسی کون سی چیزیں ہیں جنہیں نئے ملازمین کو مارکس میں اپنے پہلے دن میں جانا جانا چاہئے؟,H
Why does the CBSE setting have such tough papers for the class 12 and 10 for board exams?,سی بی ایس ای کی ترتیب میں بورڈ امتحانات کے لئے کلاس 12 اور 10 کے لئے اس طرح کے سخت کاغذات کیوں موجود ہیں؟,H
What is the best way to prepare for IITJEE?,آئی آئ یٹی جے ای ای کی تیاری کا سب سے اچھا طریقہ کیا ہے؟,H
Can I renounce my US citizenship?,کیا میں اپنی امریکی شہریت ترک کر سکتا ہوں؟,H
What are some questions that reveal the character of a female person?,کچھ سوالات کیا ہیں جو کسی خاتون فرد کے کردار کو ظاہر کرتے ہیں؟,H
What math does a complete newbie need to understand algorithms for computer programming? What books on algorithms are suitable for a complete beginner?,کمپیوٹر پروگرامنگ کے لیے اے ایل الگورتھم کو سمجھنے کے لئے ایک مکمل نوبیا کو کیا ریاضی کی ضرورت ہے؟ الگورتھم پر کونسی کتابیں مکمل ابتدائیہ کے ل لیے موزوں ہیں؟,H
Whatâ€™s the best way to get someone to stop for you as a hitchhiker?,کسی کو رکاوٹ بننے کے ل کسی کسی کے ل  رکنے کا سب سے اچھا طریقہ کیا ہے؟,H
I've been using my phone too much lately. I feel like I have aquired ADHD from using my phone too much. What do I do?,میں اپنا فون بہت دیر سے استعمال کر رہا ہوں۔ مجھے ایسا لگتا ہے کہ میں نے اپنے فون کو زیادہ استعمال کرنے سے ای ڈی ایچ ڈی حاصل کیا ہے۔ میں کیا کروں؟,H
"Pangrams: In English, using all the letters of the alphabet exactly once, and picking one dictionary, can you make a sentence, or any set of common English words?","پینگرامس: انگریزی میں ، حرف تہجی کے تمام حرفوں کو بالکل ایک بار استعمال کرتے ہوئے ، اور ایک لغت اٹھا کر ، کیا آپ کوئی جملہ ، یا عام انگریزی الفاظ کا کوئی مجموعہ بنا سکتے ہو؟",H
"28,34,18,24,26,30,35,33,38,40,31,37 find the median, mod and mean of the following data.?","28،34،18،24،26،30،35،33،38،40،31،37 درج ذیل اعداد و شمار کا وسط، موڈ اور اس کا مطلب تلاش کریں۔",H
Why is my steering wheel light?,میرا اسٹیئرنگ وہیل لائٹ کیوں ہے؟,H
"When do you use ""&"" instead of ""and""?","آپ ""اور"" کے بجائے ""اور"" کب استعمال کرتے ہیں؟",H
Bollywood industry doesn't encourage outsiders? For ex outsiders may get one or at max two chances whereas star kids get multiple chances to perform?,بالی ووڈ انڈسٹری بیرونی لوگوں کی حوصلہ افزائی نہیں کرتی؟ سابق بیرونی افراد کے ل ایک ایک یا زیادہ سے زیادہ دو مواقع مل سکتے ہیں جبکہ اسٹار بچوں کو انجام دینے کے متعدد مواقع ملتے ہیں؟,H
What are the causes of low sperm count?,کم منی گنتی کی وجوہات کیا ہیں؟,H
How many jobs has Donald Trump created/support?,ڈونلڈ ٹرمپ نے کتنی ملازمتیں تخلیق / تعاون کی ہیں؟,H
"Is it wrong that I find it ignorant of Americans to say that America is the best country in the world? I'm American living in Sydney, Australia ",کیا یہ غلط ہے کہ مجھے یہ کہنا امریکیوں سے لاعلم لگتا ہے کہ امریکہ دنیا کا سب سے اچھا ملک ہے؟ میں امریکی آسٹریلیا کے شہر سڈنی میں مقیم ہوں,H
What is an easy way to attach scrapy to my web app?,میرے ویب ایپ میں اسکراپی منسلک کرنے کا آسان طریقہ کیا ہے؟,H
"How can I recover the images, videos and files I accidentally deleted from the internal memory of my phone?","میں غلطی سے اپنے فون کی داخلی میموری سے حذف کردہ تصاویر ، ویڈیوز اور فائلوں کو کس طرح بازیافت کرسکتا ہوں؟",H
How do I introduce myself in a interview of a teacher?,میں کسی استاد کے انٹرویو میں اپنا تعارف کیسے کروں؟,H
What have been some of the most significant contributions towards the standard model?,معیاری ماڈل کی طرف کچھ سب سے اہم شراکت کیا ہے؟,H
"How many problems in total, an approximate guess, does the GeeksforGeeks website have?","ایک اندازے کے مطابق ، گیکسفورجکس ویب سائٹ میں کل کتنے مسائل ہیں؟",H
What is the best presentation software for you tube video making (both paid and free)?,آپ کو ٹیوب ویڈیو بنانے کے لئے سب سے بہتر پیش کش سافٹ ویئر کیا ہے (دونوں معاوضہ اور مفت),H
How do I personalize my Quora feed?,میں اپنی کورا فیڈ کو کس طرح شخصی بنا سکتا ہوں؟,H
How can I book a short duration freighter/cargo ship cruise with only US ports of call?,میں صرف امریکی بندرگاہوں پر کال کرکے مختصر دورانیے کا سامان بردار / سامان بردار جہاز کس طرح بک کرسکتا ہوں؟,H
How do I excel in computer sciece & programing without wasting four years in CS degree in Indian engineering college?,میں ہندوستانی انجینئرنگ کالج میں سی ایس ڈگری میں چار سال ضائع کیے بغیر کمپیوٹر اسکیس اور پروگرامنگ میں کس طرح عبور حاصل کرسکتا ہوں؟,H
"What do non-Indians feel about M.S. Dhoni, Virat Kohli, and company?","ایم ایس دھونی ، ویرات کوہلی ، اور کمپنی کے بارے میں غیر ہندوستانی کیا سوچتے ہیں؟",H
What are common required and elective courses in philosophy?,فلسفہ میں عام اور مطلوبہ عام کورس کیا ہیں؟,H
Should I join a coaching for CAT?,کیا مجھے سی اے ٹی کی کوچنگ میں شامل ہونا چاہئے؟,H
"I am a young adult woman and I've never had a boyfriend. Is this normal, or is something wrong with me?","میں ایک جوان بالغ عورت ہوں اور میں نے کبھی بوائے فرینڈ نہیں لیا۔ کیا یہ معمول ہے ، یا میرے ساتھ کوئی غلطی ہے؟",H
What is the legacy of Michael Jackson?,مائیکل جیکسن کی کیا میراث ہے؟,H
What is the difference between urban and rural?,شہری اور دیہی علاقوں میں کیا فرق ہے؟,H
What is an orientation programme?,واقفیت کا پروگرام کیا ہے؟,H
What's life after retirement?,ریٹائرمنٹ کے بعد کی زندگی کیا ہے؟,H
What do I do when I don't feel like doing anything?,مجھے کچھ بھی کرنے کی خواہش نہیں ہو جب میں کیا کروں؟,H
What computer science courses should I take If I want to join a product based or e-commerce company?,اگر میں کسی پروڈکٹ پر مبنی یا ای کامرس کمپنی میں شامل ہونا چاہتا ہوں تو مجھے کمپیوٹر سائنس کورس کس کورس میں لینا چاہ؟؟,H
How much would it cost to construct 2000 sqft area RCC slab?,2000 مربع فٹ ایریا آر سی سی سلیب بنانے میں کتنا خرچ آئے گا؟,H
How can I reduce my weight in 3 months?,میں 3 ماہ میں اپنا وزن کیسے کم کرسکتا ہوں؟,H
"How can you personalize a LinkedIn invitation? I think I just sent a colleague an invitation on LinkedIn, but did not get a chance to personalize it!","آپ لنکڈ ان دعوت کو کس طرح شخصی بنا سکتے ہیں؟ مجھے لگتا ہے کہ میں نے ابھی ایک ساتھی کو لنکڈ ان پر دعوت نامہ بھیجا ، لیکن اس کو ذاتی نوعیت کا موقع نہیں ملا!",H
What is the best way to counteract anxiety as soon as it starts?,اضطراب کے خاتمے کے ساتھ ہی اس کا مقابلہ کرنے کا بہترین طریقہ کیا ہے؟,H
Which is the third largest country in area?,رقبہ میں تیسرا بڑا ملک کون سا ہے؟,H
"I own a multinational company worth $450 million dollars, and I want to prepare my son to be the future CEO. What should I advise him?","میں ایک ملٹی نیشنل کمپنی کا مالک ہوں جس کی مالیت 50 450 ملین ڈالر ہے ، اور میں اپنے بیٹے کو مستقبل کا سی ای او بننے کے لئے تیار کرنا چاہتا ہوں۔ میں اسے کیا مشورہ دوں؟",H
What is the temperament of a Border Collie/German Shepherd mix?,ایک بارڈر کولی / جرمن شیفرڈ مرکب کا مزاج کیا ہے؟,H
How did you feel when you travelled in an airplane for the first time?,جب آپ نے پہلی بار ہوائی جہاز میں سفر کیا تو آپ کو کیسا لگا؟,H
What does it mean to see a white bull in your dream?,آپ کے خواب میں سفید بیل دیکھنے کا کیا مطلب ہے؟,H
Which are the best careers for women?,خواتین کے لئے بہترین کیریئر کون سے ہیں؟,H
Is Breaking Bad an overrated TV series?,کیا بریکنگ خراب ہے ایک اوورٹیریٹڈ ٹی وی سیریز؟,H
How can the following vector concept be solved?,درج ذیل ویکٹر تصور کو کیسے حل کیا جاسکتا ہے؟,H
Assuming that x is random variable. Prove mathematically that Î¼x= Î¼ (the mean of the probability distribution is equal to the mean in the population?,یہ فرض کرتے ہوئے کہ ایکس بے ترتیب متغیر ہے۔ ریاضی سے یہ ثابت کریں کہ =ایکس = Î¼ (امکانی تقسیم کی اوسط آبادی میں ماد مطلب کے برابر ہے؟,H
What makes young girls fall for married guys in late thirties or early forties?,تیس کی دہائی کے آخر یا چالیس کی دہائی کے اوائل میں نو عمر لڑکیوں کو شادی شدہ لڑکوں کے ل گر کس چیز کا سامنا کرنا پڑتا ہے؟,H
I love English.Which stream should I go for in 11th if I'm studying icse ?,مجھے انگریزی پسند ہے۔ اگر میں آئیکس کی تعلیم حاصل کررہا ہوں تو مجھے 11 ویں میں کون سا بہاؤ جانا چاہئے؟,H
What makes pilot watches different from the regular ones?,پائلٹ کی گھڑیاں باقاعدگی سے کون سی چیزوں سے مختلف ہوتی ہیں؟,H
